Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-3.0,"In a biomedical context, what is the relationship between Myelofibrosis and patients or groups via PROCESS_OF?",Patients; 2016,", Myelofibrosis is a type of bone marrow disorder that can lead to the formation of scar tissue in the bone marrow, which can disrupt the production of blood cells. 

In a biomedical context, the relationship between Myelofibrosis and patients or groups via PROCESS_OF is that Myelofibrosis can lead to the PROCESS_OF complications such as anemia, fatigue, and increased risk of blood clots.",False,1.45,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myeloproliferative disease and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Myeloproliferative disease and patients or groups via PROCESS_OF.",False,1.29,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myocardial Infarction and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myocardial Infarction and patients or groups via PROCESS_OF is that Myocardial Infarction is a condition that can be caused by a process, such as atherosclerosis, which can lead to a blockage of a coronary artery, resulting in a heart attack.",False,1.49,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myocardial Reperfusion Injury and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myocardial Reperfusion Injury and patients or groups is that Myocardial Reperfusion Injury is a PROCESS_OF the treatment of patients or groups undergoing myocardial infarction (heart attack) via reperfusion therapy, such as angioplasty or thrombolysis.",False,1.43,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myocarditis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myocarditis and patients or groups is ""AFFECTS"".",False,1.46,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myoclonia and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Myoclonia and patients or groups via PROCESS_OF.",False,1.37,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myopia and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myopia and patients or groups is described as ""associated with"" via PROCESS_OF.",False,1.65,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myositis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myositis and patients or groups is described as PROCESS_OF.",False,1.49,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myotonia and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myotonia and patients or groups is described as PROCESS_OF.",False,1.45,False,N/A
-3.0,"In a biomedical context, what is the relationship between Myotonic Dystrophy and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Myotonic Dystrophy and patients or groups is: Myotonic Dystrophy is a genetic disorder that affects patients or groups by causing a PROCESS_OF muscle wasting and weakness.",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Narcolepsy and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Narcolepsy and patients or groups is described as PROCESS_OF, indicating that Narcolepsy is a process that affects patients or groups.",False,1.57,False,N/A
-3.0,"In a biomedical context, what is the relationship between Nausea and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Nausea and patients or groups is described as ""PROCESS_OF"" in the biomedical context, indicating that nausea is a process that occurs in or affects patients or groups.",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Necrosis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Necrosis and patients or groups via PROCESS_OF is that Necrosis is a process that occurs in patients or groups, typically as a result of injury or disease.",False,1.43,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neoplasm Metastasis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Neoplasm Metastasis and patients or groups via PROCESS_OF is that Neoplasm Metastasis is a process that occurs in patients or groups.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neoplasm and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Neoplasm and patients or groups via PROCESS_OF is that Neoplasm causes or results in the condition of the patients or groups.",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Nephritis, Interstitial and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Nephritis, Interstitial and patients or groups via PROCESS_OF is: Nephritis causes Interstitial.",False,1.32,False,N/A
-3.0,"In a biomedical context, what is the relationship between Lipoid nephrosis and patients or groups via PROCESS_OF?",Patients; 2016,", Lipoid nephrosis is a condition that is associated with the process of Minimal Change Disease (MCD), which is a kidney disorder that affects children and young adults.",False,1.74,False,N/A
-3.0,"In a biomedical context, what is the relationship between Nephrotic Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Nephrotic Syndrome and patients or groups is associated with the PROCESS_OF ""characterized by"".",False,1.53,False,N/A
-3.0,"In a biomedical context, what is the relationship between Nerve Degeneration and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Nerve Degeneration and patients or groups is described as PROCESS_OF.",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Nervousness and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Nervousness and patients or groups via PROCESS_OF is that Nervousness is a symptom or a response that is processed or managed by the patients or groups.",False,1.67,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neuroblastoma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Neuroblastoma and patients or groups via PROCESS_OF is that Neuroblastoma is a type of cancer that can be diagnosed and treated in patients, and the process of diagnosis and treatment involves various medical procedures and interventions.",False,1.48,False,N/A
-3.0,"In a biomedical context, what is the relationship between neurofibroma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between neurofibroma and patients or groups is that neurofibroma is a type of tumor that can occur in patients with neurofibromatosis, a genetic disorder.",False,1.41,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neurofibromatosis 1 and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Neurofibromatosis 1 and patients or groups via PROCESS_OF.",False,1.29,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neurofibromatosis 2 and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Neurofibromatosis 2 and patients or groups via PROCESS_OF.",False,1.26,False,N/A
-3.0,"In a biomedical context, what is the relationship between Acoustic Neuroma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Acoustic Neuroma and patients or groups is that Acoustic Neuroma is a type of tumor that can affect patients or groups of people, specifically those who have a higher incidence of the condition.",False,1.62,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neurotic Disorders and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Neurotic Disorders and patients or groups via PROCESS_OF.",False,1.37,False,N/A
-3.0,"In a biomedical context, what is the relationship between Neutropenia and patients or groups via PROCESS_OF?",Patients; 2016,", Neutropenia is a condition characterized by an abnormally low count of neutrophils, a type of white blood cell that plays a crucial role in fighting infections.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Night sweats and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Night sweats and patients or groups is described as PROCESS_OF.",False,1.57,False,N/A
-3.0,"In a biomedical context, what is the relationship between Obesity and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Obesity and patients or groups is described as a PROCESS_OF relationship in a biomedical context.",False,1.71,False,N/A
-3.0,"In a biomedical context, what is the relationship between Object Attachment and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Object Attachment and patients or groups via PROCESS_OF in a biomedical context typically indicates that the Object Attachment is a process that is performed on or with the patients or groups.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Obsessive-Compulsive Disorder and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Obsessive-Compulsive Disorder (OCD) and patients or groups is typically described as a PROCESS_OF ""treatment"" or ""management"".",False,1.37,False,N/A
-3.0,"In a biomedical context, what is the relationship between Obstruction and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Obstruction and patients or groups via PROCESS_OF is that Obstruction is a process that affects or impacts patients or groups.",False,1.49,False,N/A
-3.0,"In a biomedical context, what is the relationship between Opportunistic Infections and patients or groups via PROCESS_OF?",Patients; 2016,", Opportunistic Infections are related to patients or groups via the process of ""infecting"" or ""affecting"" them.",False,1.68,False,N/A
-3.0,"In a biomedical context, what is the relationship between Optic Neuritis and patients or groups via PROCESS_OF?",Patients; 2016,", Optic Neuritis is a condition that affects the optic nerve, and it can be related to patients or groups through the process of diagnosis, treatment, or management.",False,1.62,False,N/A
-3.0,"In a biomedical context, what is the relationship between Degenerative polyarthritis and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Degenerative polyarthritis and patients or groups via PROCESS_OF.",False,1.28,False,N/A
-3.0,"In a biomedical context, what is the relationship between Cartilaginous exostosis and patients or groups via PROCESS_OF?",Patients; 2016,", Cartilaginous exostosis is a condition where bony growths, also known as osteochondromas, form on the surface of bones, often near joints.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteogenesis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Osteogenesis and patients or groups is PROCESS_OF.",False,1.38,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteogenesis Imperfecta and patients or groups via PROCESS_OF?",Patients; 2016,", Osteogenesis Imperfecta is related to patients or groups via the process of inheritance.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteolysis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Osteolysis and patients or groups via PROCESS_OF is that Osteolysis is a process that affects patients or groups, implying that it is a pathological process that occurs in them.",False,1.47,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteomalacia and patients or groups via PROCESS_OF?",Patients; 2016,", Osteomalacia is a medical condition that is related to patients or groups through the process of ""having a disease"".",False,1.81,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteomyelitis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Osteomyelitis and patients or groups is ""AFFECTS"".",False,1.48,False,N/A
-3.0,"In a biomedical context, what is the relationship between Bone necrosis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Bone necrosis and patients or groups is ""AFFECTS"".",False,1.64,False,N/A
-3.0,"In a biomedical context, what is the relationship between Osteoporosis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Osteoporosis and patients or groups is that Osteoporosis is a PROCESS_OF the progression of bone loss in patients or groups, particularly in older adults, often resulting from a combination of genetic, hormonal, and lifestyle factors.",False,1.63,False,N/A
-3.0,"In a biomedical context, what is the relationship between osteosarcoma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between osteosarcoma and patients or groups is that osteosarcoma is a type of cancer that can affect patients or groups of people, specifically those who have a higher risk of developing the disease due to genetic predisposition, environmental factors, or other underlying conditions.",False,1.44,False,N/A
-3.0,"In a biomedical context, what is the relationship between Otitis Media and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Otitis Media and patients or groups is ""treated by"" or ""diagnosed in"".",False,1.66,False,N/A
-3.0,"In a biomedical context, what is the relationship between Otosclerosis and patients or groups via PROCESS_OF?",Patients; 2016,", Otosclerosis is a condition that affects the middle ear, and it can be related to patients or groups through the process of hearing loss.",False,1.62,False,N/A
-3.0,"In a biomedical context, what is the relationship between Ovarian Carcinoma and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Ovarian Carcinoma and patients or groups via PROCESS_OF.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Ovarian Diseases and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Ovarian Diseases and patients or groups via PROCESS_OF in a biomedical context.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between overdose and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between overdose and patients or groups in a biomedical context via PROCESS_OF is that an overdose is a process that affects patients or groups.",False,1.36,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pachymeningitis and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Pachymeningitis and patients or groups via PROCESS_OF.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Extramammary Paget's Disease and patients or groups via PROCESS_OF?",Patients; 2016,", I couldn't find any information on a relationship between Extramammary Paget's Disease and patients or groups via PROCESS_OF.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pain and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pain and patients or groups via PROCESS_OF is that Pain is a process that occurs in patients or groups.",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pain, Intractable and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Pain, Intractable and patients or groups via PROCESS_OF in a biomedical context.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pain, Postoperative and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pain, Postoperative and patients or groups via PROCESS_OF is that Postoperative pain is a process that occurs in patients or groups after a surgical operation.",False,1.44,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pancreatic Fistula and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pancreatic Fistula and patients or groups via PROCESS_OF is: 

A complication of pancreatic surgery.",False,1.62,False,N/A
-3.0,"In a biomedical context, what is the relationship between pancreatic neoplasm and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between pancreatic neoplasm and patients or groups via PROCESS_OF is that pancreatic neoplasm can cause or lead to the process of diagnosis, treatment, or management of the disease in patients or groups.",False,1.5,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pancreatitis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pancreatitis and patients or groups is ""AFFECTS"".",False,1.66,False,N/A
-3.0,"In a biomedical context, what is the relationship between Panniculitis and patients or groups via PROCESS_OF?",Patients; 2016,", Panniculitis is a condition that affects the subcutaneous fat tissue. In a biomedical context, the relationship between Panniculitis and patients or groups via PROCESS_OF is that Panniculitis is a process that occurs in the subcutaneous fat tissue of patients or groups, often as a result of an underlying disease or condition.",False,1.45,False,N/A
-3.0,"In a biomedical context, what is the relationship between Panuveitis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Panuveitis and patients or groups is that Panuveitis is a PROCESS_OF the inflammation of the uvea, which is a group of pigmented tissues in the eye, and it can affect patients or groups of people who have certain underlying conditions, such as autoimmune disorders, infections, or injuries.",False,1.58,False,N/A
-3.0,"In a biomedical context, what is the relationship between Papilledema and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Papilledema and patients or groups is described as ""PROCESS_OF"" in a biomedical context, indicating that Papilledema is a process that occurs in patients or groups.",False,1.47,False,N/A
-3.0,"In a biomedical context, what is the relationship between Paracoccidioidomycosis and patients or groups via PROCESS_OF?",Human; 2016,", the relationship between Paracoccidioidomycosis and patients or groups is that it is a fungal infection caused by the fungus Paracoccidioides, which can affect people who come into contact with the fungus through the soil in certain regions of Latin America.",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Paramyxoviridae and patients or groups via PROCESS_OF?",Family; 2016,", the relationship between Paramyxoviridae and patients or groups is that Paramyxoviridae causes disease in them.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Paraplegia and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Paraplegia and patients or groups is ""affects"".",False,1.5,False,N/A
-3.0,"In a biomedical context, what is the relationship between Parkinson Disease and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Parkinson's Disease and patients or groups is described as ""has_participant"" or ""has_participant_of"" in some ontologies, but more specifically, in the context of the National Cancer Institute's Thesaurus (NCIt), Parkinson's Disease is related to patients or groups via the relationship ""PROCESS_OF"".",False,1.69,False,N/A
-3.0,"In a biomedical context, what is the relationship between Paroxysmal ventricular tachycardia and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Paroxysmal ventricular tachycardia and patients or groups is that it is a type of heart condition that can be a complication or comorbidity in certain patient populations, such as those with underlying heart disease, structural heart defects, or electrolyte imbalances.",False,1.57,False,N/A
-3.0,"In a biomedical context, what is the relationship between Parvoviridae and patients or groups via PROCESS_OF?",Family; 2016,", the relationship between Parvoviridae and patients or groups via PROCESS_OF is ""infection"".",False,1.34,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pathologic Processes and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pathologic Processes and patients or groups via PROCESS_OF is that it indicates the process or disease that affects the patient or group.",False,1.63,False,N/A
-3.0,"In a biomedical context, what is the relationship between Peptic Ulcer and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Peptic Ulcer and patients or groups via PROCESS_OF is that Peptic Ulcer is a condition that can be caused by the PROCESS_OF certain factors such as:

* Infection with Helicobacter pylori bacteria
* Long-term use of nonsteroidal anti-inflammatory drugs (NSAIDs)
* Excessive acid production in the stomach
* Zollinger-Ellison syndrome
* Stress
* Smoking
* Excessive alcohol consumption

These factors can lead to",False,1.37,False,N/A
-3.0,"In a biomedical context, what is the relationship between Perception and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Perception and patients or groups via PROCESS_OF in a biomedical context is that Perception is the process by which patients or groups receive, interpret, and understand information from their environment, including medical information, through their senses.",False,1.52,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pericarditis, Tuberculous and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pericarditis, Tuberculous and patients or groups via PROCESS_OF is: 

Tuberculous can cause Pericarditis.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Periodontal Diseases and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Periodontal Diseases and patients or groups is described as ""PROCESS_OF"" in a biomedical context, indicating that Periodontal Diseases are a process that affects patients or groups.",False,1.46,False,N/A
-3.0,"In a biomedical context, what is the relationship between Periodontitis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Periodontitis and patients or groups is described as PROCESS_OF, indicating that Periodontitis is a process that affects patients or groups.",False,1.44,False,N/A
-3.0,"In a biomedical context, what is the relationship between Peripheral Neuropathy and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Peripheral Neuropathy and patients or groups is described as PROCESS_OF.",False,1.52,False,N/A
-3.0,"In a biomedical context, what is the relationship between Peritonitis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Peritonitis and patients or groups via PROCESS_OF is that Peritonitis is a condition that can be caused by a process, such as a surgical procedure, that involves the insertion of a medical device, like a catheter, into the peritoneal cavity.",False,1.43,False,N/A
-3.0,"In a biomedical context, what is the relationship between Personal Satisfaction and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Personal Satisfaction and patients or groups via PROCESS_OF in a biomedical context is that Personal Satisfaction is a result or outcome of a process that involves patients or groups, such as a treatment or intervention.",False,1.56,False,N/A
-3.0,"In a biomedical context, what is the relationship between Peutz-Jeghers Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Peutz-Jeghers Syndrome and patients or groups via PROCESS_OF.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between Drug Kinetics and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Drug Kinetics and patients or groups is described via the PROCESS_OF relationship.",False,1.45,False,N/A
-3.0,"In a biomedical context, what is the relationship between Drug Kinetics and tissues or organs via PROCESS_OF?",Organ; 2016,", the relationship between Drug Kinetics and tissues or organs is described as PROCESS_OF.",False,1.33,False,N/A
-3.0,"In a biomedical context, what is the relationship between Phenylketonurias and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Phenylketonurias and patients or groups via PROCESS_OF.",False,1.37,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pheochromocytoma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pheochromocytoma and patients or groups is that Pheochromocytoma is a type of tumor that can affect patients or groups with a genetic predisposition, such as those with Multiple Endocrine Neoplasia (MEN) syndromes, Von Hippel-Lindau disease, or Neurofibromatosis type 1.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between Phobia, Social and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have enough information to accurately answer your question. Can you provide more context or clarify what you are looking for?",False,1.52,False,N/A
-3.0,"In a biomedical context, what is the relationship between Phosphorylation and cell types via PROCESS_OF?",Cells; 2016,", the relationship between Phosphorylation and cell types via PROCESS_OF is that Phosphorylation is a process that occurs in various cell types.",False,1.33,False,N/A
-3.0,"In a biomedical context, what is the relationship between Phosphorylation and cell types via PROCESS_OF?",Neurons; 2016,", the relationship between Phosphorylation and cell types via PROCESS_OF is that Phosphorylation is a process that occurs in various cell types.",False,1.33,False,N/A
-3.0,"In a biomedical context, what is the relationship between Polymorphic light eruption and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Polymorphic light eruption and patients or groups is described as ""affects"".",False,1.55,False,N/A
-3.0,"In a biomedical context, what is the relationship between physiological aspects and patients or groups via PROCESS_OF?",Human; 2016,", the relationship between physiological aspects and patients or groups is described via the relationship type PROCESS_OF.",False,1.57,False,N/A
-3.0,"In a biomedical context, what is the relationship between physiological aspects and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between physiological aspects and patients or groups is described via the ""PROCESS_OF"" relationship in the context of biomedical ontologies, such as the Ontology for Biomedical Investigations (OBI).

In this context, ""PROCESS_OF"" is a relationship that indicates that a particular process or activity is performed on or with a specific entity, such as a patient or a group of patients. This relationship is used to describe the execution of a process or activity on a particular subject, which can be a",False,1.48,False,N/A
-3.0,"In a biomedical context, what is the relationship between Physiological Processes and tissues or organs via PROCESS_OF?",Organ; 2016,", the relationship between Physiological Processes and tissues or organs is represented by the relationship PROCESS_OF.",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pierre Robin Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", I couldn't find any information on a relationship between Pierre Robin Syndrome and patients or groups via PROCESS_OF in a biomedical context.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pituitary Adenoma and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pituitary Adenoma and patients or groups via PROCESS_OF is: 

Treatment",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Plague and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Plague and patients or groups via PROCESS_OF is ""Transmission"".",False,1.39,False,N/A
-3.0,"In a biomedical context, what is the relationship between Cognitive function: planning and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Cognitive function: planning and patients or groups via PROCESS_OF is that planning is a process that is performed by patients or groups.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pleural effusion disorder and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pleural effusion disorder and patients or groups via PROCESS_OF is that Pleural effusion disorder is a condition that can be caused by various underlying diseases or processes, and it can also be a complication of certain medical treatments or interventions.",False,1.53,False,N/A
-3.0,"In a biomedical context, what is the relationship between Plummer-Vinson Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Plummer-Vinson Syndrome and patients or groups via PROCESS_OF.",False,1.3,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pneumonia and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pneumonia and patients or groups via PROCESS_OF is that Pneumonia is a disease that can be caused by a process involving the inhalation of pathogens, such as bacteria, viruses, or fungi, which can lead to inflammation and infection in the lungs.",False,1.48,False,N/A
-3.0,"In a biomedical context, what is the relationship between Poland Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", I couldn't find any information on a relationship between Poland Syndrome and patients or groups via PROCESS_OF in a biomedical context.",False,1.31,False,N/A
-3.0,"In a biomedical context, what is the relationship between Poliomyelitis, Bulbar and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Poliomyelitis, Bulbar and patients or groups via PROCESS_OF is: 

Poliomyelitis, Bulbar is a type of poliomyelitis that affects the bulbar region of the brainstem, and it can cause a range of symptoms, including respiratory failure, paralysis, and death.",False,1.44,False,N/A
-3.0,"In a biomedical context, what is the relationship between Polycystic Ovary Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Polycystic Ovary Syndrome (PCOS) and patients or groups is typically described as a condition or disease that affects them.",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Polymorphism, Genetic and genes via PROCESS_OF?",Genes; 2016,", the relationship between Polymorphism, Genetic and genes via PROCESS_OF is: 

Polymorphism PROCESS_OF Genetic variation in genes.",False,1.45,False,N/A
-3.0,"In a biomedical context, what is the relationship between Polymorphism, Genetic and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Polymorphism, Genetic and patients or groups via PROCESS_OF is that Polymorphism is a PROCESS_OF Genetic variation in patients or groups.",False,1.5,False,N/A
-3.0,"In a biomedical context, what is the relationship between Adenomatous Polyposis Coli and patients or groups via PROCESS_OF?",Patients; 2016,", Adenomatous Polyposis Coli (APC) is a gene that is associated with Familial Adenomatous Polyposis (FAP), a genetic disorder that increases the risk of developing colorectal cancer. 

In a biomedical context, the relationship between Adenomatous Polyposis Coli and patients or groups via PROCESS_OF can be described as:

APC gene → FAP → Increased risk of colorectal cancer

This indicates that the APC gene is involved in",False,1.28,False,N/A
-3.0,"In a biomedical context, what is the relationship between POOR COMPLIANCE and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between POOR COMPLIANCE and patients or groups via PROCESS_OF is that POOR COMPLIANCE is a process that affects patients or groups.",False,1.29,False,N/A
-3.0,"In a biomedical context, what is the relationship between Postoperative Complications and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Postoperative Complications and patients or groups via PROCESS_OF in a biomedical context is that Postoperative Complications are a process that occurs in patients or groups after a surgical operation.",False,1.44,False,N/A
-3.0,"In a biomedical context, what is the relationship between Postoperative Hemorrhage and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Postoperative Hemorrhage and patients or groups via PROCESS_OF is that Postoperative Hemorrhage is a process that occurs in patients or groups.",False,1.36,False,N/A
-3.0,"In a biomedical context, what is the relationship between Postphlebitic Syndrome and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have information on the relationship between Postphlebitic Syndrome and patients or groups via PROCESS_OF.",False,1.34,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pre-Eclampsia and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Pre-Eclampsia and patients or groups via PROCESS_OF in a biomedical context.",False,1.35,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pregnancy and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Pregnancy and patients or groups via PROCESS_OF is that Pregnancy is a process that occurs in patients or groups.",False,1.42,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pregnancy and patients or groups via PROCESS_OF?",Males; 2016,", the relationship between Pregnancy and patients or groups via PROCESS_OF is that Pregnancy is a process that occurs in patients or groups.",False,1.41,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pregnancy, Ectopic and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have enough information to accurately answer your question. Can you provide more context or clarify what you are looking for?",False,1.51,False,N/A
-3.0,"In a biomedical context, what is the relationship between Pregnancy, Tubal and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have enough information to accurately answer your question. Can you provide more context or clarify what you are looking for?",False,1.54,False,N/A
-3.0,"In a biomedical context, what is the relationship between Presbycusis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Presbycusis and patients or groups is described as PROCESS_OF.",False,1.46,False,N/A
-3.0,"In a biomedical context, what is the relationship between Ptosis and patients or groups via PROCESS_OF?",Patients; 2016,", the relationship between Ptosis and patients or groups via PROCESS_OF is that Ptosis is a condition that can be treated or managed through a process involving medical professionals, which is represented by the relationship PROCESS_OF.",False,1.65,False,N/A
-3.0,"In a biomedical context, what is the relationship between Prostatic Neoplasms and patients or groups via PROCESS_OF?",Patients; 2016,", I don't have the information on the relationship between Prostatic Neoplasms and patients or groups via PROCESS_OF.",False,1.3,False,N/A
